Location,Area,Bedrooms,Bathrooms,Parking,Floor,Age_of_Property,Furnished_Status,Price
Worli,1601,3,3,0.0,27.0,38.0,Unfurnished,21677687.27595503
Mulund,1850,3,2,1.0,2.0,33.0,Semi-Furnished,13930559.630394215
Worli,3156,2,2,0.0,28.0,34.0,Semi-Furnished,41457197.41378631
Bandra,706,2,2,2.0,9.0,15.0,Unfurnished,10070947.294016656
Kurla,1178,2,2,0.0,16.0,39.0,Furnished,7911842.108515381
Borivali,2951,2,2,1.0,26.0,38.0,Unfurnished,21218503.26749662
Vikhroli,2715,4,3,,10.0,26.0,Furnished,23103203.37102361
Andheri,407,3,2,1.0,7.0,37.0,Semi-Furnished,2909123.6985204495
Juhu,2955,2,2,2.0,0.0,24.0,Furnished,43643196.94720804
Thane,875,4,5,1.0,,25.0,Semi-Furnished,5686202.95614221
Powai,1720,2,2,1.0,20.0,13.0,Semi-Furnished,20290363.497650467
Juhu,2611,5,5,1.0,3.0,13.0,Semi-Furnished,42220653.9212174
Mulund,884,2,3,1.0,6.0,13.0,Unfurnished,6419532.9208857035
Dadar,3543,2,2,2.0,13.0,24.0,Semi-Furnished,44893118.554264136
Thane,3014,2,2,1.0,4.0,35.0,Unfurnished,19686462.855080597
Vikhroli,1304,2,3,1.0,23.0,3.0,Furnished,12323643.844481315
Goregaon,958,2,2,1.0,27.0,14.0,Unfurnished,7506413.414694755
Vikhroli,2367,3,3,1.0,29.0,31.0,Furnished,13993742.362385126
Powai,2685,4,3,1.0,10.0,17.0,Furnished,31657083.08148486
Andheri,1527,3,4,1.0,16.0,13.0,Furnished,14005694.876109295
Vikhroli,1633,2,3,,4.0,0.0,Semi-Furnished,10665531.333401445
Malad,3001,3,3,1.0,19.0,19.0,Unfurnished,25462179.253388546
Goregaon,3275,2,1,1.0,2.0,9.0,Furnished,27695889.015120417
Juhu,867,1,1,0.0,4.0,9.0,Semi-Furnished,12712452.48186299
Borivali,3925,3,2,1.0,25.0,23.0,Unfurnished,27786487.839038204
Bandra,3739,3,2,2.0,14.0,33.0,Semi-Furnished,59292014.485776
Malad,2833,1,1,0.0,18.0,27.0,Unfurnished,19616502.81817337
Lower Parel,3222,1,2,1.0,15.0,26.0,Furnished,45878670.66836647
Goregaon,1247,5,6,1.0,,,Unfurnished,9128329.492090972
Borivali,2834,1,1,1.0,12.0,0.0,Furnished,21056287.513204973
Borivali,3324,2,1,2.0,15.0,32.0,Unfurnished,19859795.614510816
Thane,658,3,3,2.0,2.0,3.0,Semi-Furnished,5014562.032919509
Goregaon,682,2,2,1.0,0.0,6.0,Semi-Furnished,5884491.420699417
Andheri,2049,2,2,1.0,8.0,8.0,Furnished,21785688.12606319
Mulund,2298,2,3,2.0,8.0,15.0,Furnished,19690593.410853356
Powai,439,3,3,,21.0,4.0,Furnished,6101494.6433373885
Lower Parel,2933,3,3,0.0,25.0,33.0,Semi-Furnished,35016847.01527428
Powai,3376,3,2,1.0,16.0,22.0,Furnished,45123406.6529025
Juhu,2667,5,5,,23.0,24.0,Unfurnished,49499022.90032973
Juhu,3600,3,3,2.0,1.0,12.0,Furnished,60299480.43572037
Powai,1414,2,1,0.0,8.0,23.0,Unfurnished,13125839.638332557
Vikhroli,3471,2,2,1.0,29.0,10.0,Furnished,24710804.88670573
Andheri,3991,3,4,2.0,23.0,16.0,Furnished,41823994.63419789
Worli,1012,3,3,1.0,,36.0,Unfurnished,13205687.122365931
Vikhroli,3375,3,2,1.0,12.0,12.0,Unfurnished,23503259.391853623
Dadar,2315,3,2,1.0,4.0,26.0,Semi-Furnished,26358665.39860955
Vikhroli,1087,1,1,1.0,8.0,,Furnished,7133880.439871382
Bandra,1012,2,2,0.0,12.0,32.0,Semi-Furnished,14888262.825234938
Kandivali,2707,2,2,1.0,0.0,31.0,Semi-Furnished,16998299.837163426
Mulund,3437,2,2,2.0,24.0,7.0,Semi-Furnished,28853836.03378845
Bandra,3413,1,1,1.0,14.0,28.0,Semi-Furnished,47326219.53846909
Thane,2813,3,3,1.0,3.0,39.0,Semi-Furnished,14806238.322079305
Kandivali,2181,3,3,1.0,3.0,18.0,Furnished,18304746.28173582
Kandivali,2210,2,3,0.0,19.0,5.0,Unfurnished,15643203.078378083
Goregaon,2991,3,3,1.0,9.0,38.0,Unfurnished,21854709.863850787
Andheri,3096,3,2,1.0,27.0,20.0,Furnished,27992229.004389573
Andheri,1947,2,2,2.0,,21.0,Semi-Furnished,17036842.287515458
Kandivali,2330,3,3,,29.0,9.0,Furnished,20821058.248107627
Dadar,3261,3,4,1.0,5.0,9.0,Unfurnished,35083480.3244029
Vikhroli,3487,3,3,1.0,26.0,28.0,Semi-Furnished,22850506.45617001
Goregaon,1552,3,4,2.0,23.0,15.0,Furnished,14812329.306090636
Mulund,974,3,4,0.0,11.0,0.0,Furnished,8824148.125384359
Kandivali,3580,1,1,0.0,29.0,16.0,Furnished,29090691.190337166
Malad,2310,2,2,1.0,19.0,29.0,Semi-Furnished,16670841.827295974
Juhu,1412,1,1,2.0,15.0,25.0,Unfurnished,20945737.98285567
Juhu,1069,5,6,1.0,,18.0,Furnished,18253809.390033226
Bandra,668,2,2,1.0,13.0,20.0,Furnished,11048839.60165516
Thane,3633,2,1,0.0,0.0,16.0,Semi-Furnished,23237817.681435768
Kurla,1683,4,4,1.0,9.0,39.0,Furnished,10926159.68726916
Kurla,1323,4,3,0.0,14.0,20.0,Semi-Furnished,10020439.349532245
Juhu,1525,3,3,1.0,6.0,39.0,Semi-Furnished,20525801.817718934
Worli,1929,1,1,1.0,3.0,18.0,Semi-Furnished,23315987.125736292
Borivali,2158,1,1,1.0,13.0,6.0,Unfurnished,18131706.480442513
Bandra,1994,2,3,1.0,23.0,16.0,Unfurnished,29207248.618843425
Kurla,646,2,2,1.0,15.0,0.0,Semi-Furnished,5054237.074557396
Juhu,1960,1,1,2.0,13.0,36.0,Unfurnished,21144616.033737022
Thane,2578,3,3,2.0,2.0,5.0,Unfurnished,20697867.822972298
Kurla,2800,4,4,1.0,16.0,25.0,Furnished,25517872.741314664
Vikhroli,2643,2,2,1.0,20.0,1.0,Furnished,24844622.83021687
Vikhroli,2339,3,3,1.0,13.0,31.0,Furnished,19138796.465595324
Andheri,1329,3,2,2.0,,4.0,Semi-Furnished,12994948.97177942
Dadar,3853,2,2,1.0,2.0,36.0,Unfurnished,38417820.72157034
Andheri,3469,3,3,1.0,29.0,30.0,Semi-Furnished,32335996.519044187
Mulund,3092,2,2,1.0,21.0,11.0,Semi-Furnished,23324695.27398931
Kandivali,626,2,1,2.0,18.0,34.0,Semi-Furnished,4136111.5868206695
Malad,3148,3,3,1.0,2.0,29.0,Furnished,23064443.81005647
Andheri,3947,2,2,1.0,11.0,5.0,Semi-Furnished,36947166.08553095
Lower Parel,3948,5,5,1.0,,14.0,Furnished,67317578.52029328
Kurla,664,2,2,1.0,4.0,14.0,Furnished,4213710.707093691
Worli,1795,3,3,1.0,9.0,15.0,Unfurnished,26966950.8646048
Goregaon,3957,2,3,0.0,8.0,19.0,Unfurnished,26960116.992585782
Juhu,1857,2,3,1.0,0.0,12.0,Unfurnished,28242810.658791997
Goregaon,1045,1,1,2.0,12.0,30.0,Unfurnished,7580842.195850603
Lower Parel,2658,3,3,1.0,2.0,33.0,Unfurnished,32514027.99848321
Thane,3848,4,5,1.0,18.0,28.0,Semi-Furnished,26763024.721486013
Andheri,1818,4,4,0.0,10.0,2.0,Semi-Furnished,17244870.718550578
Malad,1873,3,2,1.0,15.0,8.0,Semi-Furnished,16191359.955990251
Thane,3390,3,4,2.0,5.0,10.0,Semi-Furnished,29431181.55756777
Borivali,1787,3,3,1.0,23.0,10.0,Semi-Furnished,14476756.239428151
Borivali,2299,3,2,1.0,2.0,24.0,Unfurnished,14816956.772851707
Goregaon,2904,3,3,2.0,18.0,,Furnished,25314691.363140967
Kandivali,3172,3,3,2.0,5.0,8.0,Semi-Furnished,24839735.3345521
Bandra,1649,4,4,2.0,7.0,19.0,Semi-Furnished,24836274.09868797
Kandivali,1381,2,2,1.0,21.0,,Furnished,10471372.586304694
Kurla,1554,4,3,0.0,12.0,,Unfurnished,12501783.300491368
Lower Parel,987,3,2,1.0,11.0,21.0,Furnished,14691152.430942139
Vikhroli,875,2,2,1.0,29.0,28.0,Semi-Furnished,6050666.078132429
Mulund,2221,1,1,0.0,9.0,8.0,Furnished,18265511.08739998
Kandivali,1385,2,2,1.0,2.0,4.0,Unfurnished,10310118.016893912
Dadar,3748,3,2,0.0,3.0,39.0,Semi-Furnished,40263814.837056
Mulund,2603,4,3,1.0,0.0,10.0,Semi-Furnished,23374326.54693641
Lower Parel,1641,2,3,1.0,12.0,,Unfurnished,22048140.220899377
Mulund,589,4,4,1.0,23.0,0.0,Semi-Furnished,4861548.414424982
Malad,1840,4,4,1.0,3.0,38.0,Furnished,13657975.404600605
Andheri,1380,2,1,2.0,21.0,4.0,Furnished,13691160.602668194
Malad,2098,4,4,1.0,10.0,21.0,Unfurnished,14312482.008062819
Mulund,2115,5,5,1.0,18.0,25.0,Semi-Furnished,18781185.644195884
Thane,2993,3,3,2.0,10.0,5.0,Furnished,26398871.246666748
Borivali,440,3,2,1.0,11.0,31.0,Furnished,2729786.642772082
Mulund,2754,5,5,,10.0,10.0,Furnished,25738805.2359835
Malad,1342,3,4,0.0,5.0,9.0,Semi-Furnished,10815840.888867322
Worli,737,2,3,1.0,11.0,38.0,Furnished,9459876.989286043
Lower Parel,1737,4,4,0.0,26.0,33.0,Furnished,19625602.873557374
Thane,1498,3,3,1.0,8.0,30.0,Semi-Furnished,9952112.207853867
Malad,3400,3,2,2.0,24.0,11.0,Semi-Furnished,29188386.534848493
Kandivali,2726,2,2,0.0,9.0,15.0,Semi-Furnished,18046073.694074035
Juhu,3647,3,3,1.0,2.0,,Semi-Furnished,58095119.596801795
Goregaon,1295,1,1,1.0,2.0,2.0,Semi-Furnished,11728926.906270783
Bandra,2720,4,5,1.0,19.0,1.0,Semi-Furnished,43100131.43852515
Vikhroli,3284,2,1,1.0,27.0,4.0,Unfurnished,27073823.45904625
Malad,3067,2,2,1.0,22.0,,Furnished,26423567.369773936
Dadar,2074,2,2,0.0,15.0,24.0,Semi-Furnished,25169747.314112082
Bandra,3309,1,1,1.0,,,Semi-Furnished,37624691.6369283
Lower Parel,1330,3,3,1.0,9.0,34.0,Furnished,17799209.678080242
Worli,688,4,3,1.0,23.0,21.0,Unfurnished,8856105.068531256
Powai,1123,4,5,1.0,10.0,36.0,Furnished,11432719.758206882
Malad,3340,2,2,2.0,7.0,21.0,Semi-Furnished,21471225.321780648
Juhu,2719,2,2,1.0,5.0,10.0,Semi-Furnished,39398450.57700289
Bandra,2353,4,5,1.0,,31.0,Furnished,33580833.839245394
Vikhroli,1489,4,4,0.0,10.0,34.0,Semi-Furnished,9103325.928513823
Mulund,882,3,2,1.0,27.0,30.0,Semi-Furnished,6692216.288722944
Malad,1335,3,3,1.0,26.0,7.0,Unfurnished,9640694.254248913
Andheri,2695,2,1,0.0,20.0,19.0,Unfurnished,24226396.260542706
Worli,555,4,3,,11.0,33.0,Furnished,8730086.292948792
Lower Parel,1470,3,3,1.0,15.0,3.0,Semi-Furnished,20101022.046274155
Goregaon,2358,2,3,1.0,17.0,17.0,Unfurnished,18789699.470979124
Juhu,2901,2,1,1.0,12.0,3.0,Furnished,51384306.67774512
Kurla,2648,4,4,1.0,21.0,19.0,Semi-Furnished,18677365.185252257
Kurla,2083,1,1,0.0,2.0,8.0,Unfurnished,10923776.49311576
Dadar,523,2,2,2.0,14.0,15.0,Semi-Furnished,5586838.07422818
Bandra,2448,3,3,0.0,21.0,,Furnished,43824197.04478115
Juhu,1367,2,2,1.0,27.0,37.0,Semi-Furnished,20186346.820624437
Thane,1254,1,1,1.0,20.0,24.0,Semi-Furnished,8198318.103728679
Vikhroli,1039,4,4,2.0,13.0,3.0,Unfurnished,6861945.1293757325
Goregaon,2638,4,5,0.0,17.0,37.0,Furnished,23367578.71113887
Mulund,2002,4,4,1.0,27.0,18.0,Unfurnished,14674164.604594136
Malad,2963,4,4,1.0,28.0,13.0,Semi-Furnished,23334480.871195145
Malad,841,3,4,1.0,13.0,,Furnished,6549655.0091304965
Kurla,2344,4,3,1.0,4.0,14.0,Semi-Furnished,17689250.165559564
Malad,2238,2,2,1.0,20.0,2.0,Semi-Furnished,19195919.81405906
Lower Parel,2229,3,4,2.0,13.0,36.0,Furnished,31330810.755588282
Goregaon,2590,5,4,,24.0,15.0,Furnished,28200584.91092766
Andheri,3662,2,2,0.0,26.0,13.0,Unfurnished,31611943.078645594
Powai,932,2,2,2.0,,8.0,Unfurnished,9967319.545229863
Dadar,2674,3,3,0.0,27.0,6.0,Semi-Furnished,33868350.05247253
Borivali,1736,2,2,2.0,27.0,13.0,Furnished,13030569.866722131
Kandivali,1348,1,1,1.0,22.0,5.0,Unfurnished,8980160.225701544
Dadar,3773,4,4,1.0,14.0,20.0,Semi-Furnished,44941763.47970141
Bandra,2419,5,5,0.0,27.0,14.0,Furnished,43777461.989925936
Andheri,859,2,2,1.0,28.0,7.0,Unfurnished,8129463.724565852
Dadar,3872,1,1,1.0,14.0,,Furnished,42759428.116861746
Mulund,950,1,2,2.0,29.0,39.0,Semi-Furnished,5962594.554645534
Kurla,792,4,3,2.0,18.0,0.0,Semi-Furnished,7423085.357566462
Worli,2187,3,4,0.0,25.0,31.0,Semi-Furnished,30470069.45676259
Bandra,1244,2,2,0.0,19.0,4.0,Furnished,20637608.285116237
Malad,3678,3,3,0.0,5.0,29.0,Semi-Furnished,28244267.688731235
Juhu,2657,2,2,2.0,18.0,21.0,Unfurnished,36990828.87827924
Mulund,1538,3,3,1.0,26.0,19.0,Semi-Furnished,12242954.098112442
Bandra,1045,4,4,0.0,24.0,15.0,Semi-Furnished,17536231.932753775
Worli,3722,3,2,1.0,7.0,6.0,Furnished,63460158.958304584
Vikhroli,2666,3,3,1.0,5.0,6.0,Unfurnished,17821694.244650807
Malad,2854,2,2,2.0,19.0,1.0,Unfurnished,29500538.13070121
Dadar,1866,3,2,,22.0,13.0,Unfurnished,24338934.09188409
Dadar,1777,3,3,1.0,28.0,,Semi-Furnished,23543910.547588836
Bandra,3335,2,1,1.0,14.0,13.0,Unfurnished,47926764.87705813
Juhu,3005,3,3,1.0,26.0,4.0,Furnished,58622628.845038086
Vikhroli,2997,2,1,0.0,2.0,10.0,Semi-Furnished,21996692.851673905
Malad,541,4,3,0.0,9.0,39.0,Semi-Furnished,3752931.438501105
Worli,3059,2,1,,14.0,4.0,Semi-Furnished,49004049.63187488
Powai,900,5,6,0.0,,28.0,Unfurnished,8998361.806446498
Dadar,1239,1,1,,15.0,10.0,Semi-Furnished,15357732.235806558
Worli,3149,3,3,1.0,16.0,4.0,Furnished,50769416.04534529
Andheri,2082,3,2,1.0,18.0,31.0,Semi-Furnished,18762325.402030695
Dadar,1965,3,4,1.0,10.0,35.0,Semi-Furnished,23448804.833655465
Worli,2446,2,1,1.0,15.0,14.0,Semi-Furnished,34754305.17943741
Thane,1930,3,4,1.0,4.0,18.0,Furnished,15613779.687511746
Kurla,995,3,3,1.0,4.0,21.0,Furnished,6980203.947672571
Kandivali,2304,2,1,0.0,25.0,33.0,Semi-Furnished,14195652.035272399
Goregaon,680,2,3,2.0,13.0,16.0,Unfurnished,6166606.3175532995
Kurla,823,3,3,0.0,17.0,11.0,Unfurnished,6168471.05998406
Lower Parel,3303,3,3,1.0,25.0,24.0,Unfurnished,42123211.122139
